# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "--fraction" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/D7795_v3_2018.tradis.gff" "-o" "D7795_output_MAC_1.deseq.fc.tsv" "D7795_output_MAC_1.deseq.bam" 
Geneid	Chr	Start	End	Strand	Length	D7795_output_MAC_1.deseq.bam
D7795_04360	D7795_v1_chr	4091646	4092119	-	474	274
D7795_04361	D7795_v1_chr	4092201	4092497	+	297	2
D7795_04362	D7795_v1_chr	4092537	4093424	-	888	1076
D7795_04363	D7795_v1_chr	4093468	4093935	-	468	271
D7795_04364	D7795_v1_chr	4094100	4094969	+	870	372
D7795_04365	D7795_v1_chr	4095035	4096882	+	1848	465
D7795_04366	D7795_v1_chr	4096946	4097566	+	621	485
D7795_04367	D7795_v1_chr	4097606	4098226	-	621	363
D7795_04368	D7795_v1_chr	4098337	4099353	+	1017	406
D7795_04369	D7795_v1_chr	4099369	4100169	+	801	560
D7795_04370	D7795_v1_chr	4100250	4101149	+	900	296
D7795_04371	D7795_v1_chr	4101037	4101990	-	954	104
D7795_04372	D7795_v1_chr	4102239	4104503	+	2265	1079
D7795_04373	D7795_v1_chr	4104895	4106190	+	1296	559
D7795_04374	D7795_v1_chr	4106270	4107082	-	813	302
D7795_04375	D7795_v1_chr	4107341	4108102	+	762	260
D7795_04376	D7795_v1_chr	4108242	4109672	+	1431	468
D7795_04377	D7795_v1_chr	4109768	4110523	+	756	0
D7795_04378	D7795_v1_chr	4110533	4111138	+	606	0
D7795_04379	D7795_v1_chr	4111135	4112775	+	1641	0
D7795_04380	D7795_v1_chr	4112981	4113235	+	255	61
D7795_04381	D7795_v1_chr	4113239	4113787	+	549	350
D7795_04382	D7795_v1_chr	4113790	4114569	+	780	133
D7795_04383	D7795_v1_chr	4114599	4115393	+	795	349
D7795_04384	D7795_v1_chr	4115401	4115889	-	489	130
D7795_04385	D7795_v1_chr	4116075	4117553	+	1479	0
D7795_04386	D7795_v1_chr	4117639	4118340	+	702	91
D7795_04387	D7795_v1_chr	4118594	4120417	+	1824	1836
D7795_04388	D7795_v1_chr	4120417	4120612	-	196	6
D7795_04389	D7795_v1_chr	4120614	4121777	-	1164	636
D7795_04390	D7795_v1_chr	4121787	4123976	-	2190	1322
D7795_04391	D7795_v1_chr	4124166	4125497	+	1332	227
D7795_04392	D7795_v1_chr	4125497	4126111	+	615	342
D7795_04393	D7795_v1_chr	4126150	4127601	+	1452	4
D7795_04394	D7795_v1_chr	4127613	4128158	+	546	0
D7795_04395	D7795_v1_chr	4128539	4130076	+	1538	556
D7795_04396	D7795_v1_chr	4130147	4130223	+	77	78
D7795_04397	D7795_v1_chr	4130335	4130410	+	76	0
D7795_04398	D7795_v1_chr	4130595	4133496	+	2902	1175
D7795_04399	D7795_v1_chr	4133697	4133807	+	111	6
D7795_04400	D7795_v1_chr	4134113	4134643	-	531	184
D7795_04401	D7795_v1_chr	4134625	4135209	-	585	59
D7795_04402	D7795_v1_chr	4135279	4135548	+	270	21
D7795_04403	D7795_v1_chr	4135625	4136611	+	987	223
D7795_04404	D7795_v1_chr	4136628	4137251	+	624	2
D7795_04405	D7795_v1_chr	4137264	4138172	-	909	203
D7795_04406	D7795_v1_chr	4138560	4141346	+	2787	0
D7795_04407	D7795_v1_chr	4141495	4141604	+	110	13
D7795_04408	D7795_v1_chr	4141681	4142313	-	633	3
D7795_04409	D7795_v1_chr	4142580	4142777	+	198	0
D7795_04410	D7795_v1_chr	4142587	4142830	+	244	0
D7795_04411	D7795_v1_chr	4142896	4143411	+	516	83
D7795_04412	D7795_v1_chr	4143600	4144973	+	1374	233
D7795_04413	D7795_v1_chr	4145063	4145173	-	111	143
D7795_04414	D7795_v1_chr	4145286	4146695	-	1410	2
D7795_04415	D7795_v1_chr	4146704	4147753	-	1050	27
D7795_04416	D7795_v1_chr	4147842	4148026	-	185	204
D7795_04417	D7795_v1_chr	4148028	4149437	-	1410	9
D7795_04418	D7795_v1_chr	4149416	4149844	-	429	115
D7795_04419	D7795_v1_chr	4149813	4151636	+	1824	524
D7795_04420	D7795_v1_chr	4151691	4152425	-	735	1097
D7795_04421	D7795_v1_chr	4152410	4153288	-	879	1230
D7795_04422	D7795_v1_chr	4153285	4154526	-	1242	1408
D7795_04423	D7795_v1_chr	4154528	4155403	-	876	2075
D7795_04424	D7795_v1_chr	4155396	4156382	-	987	611
D7795_04425	D7795_v1_chr	4156434	4157282	-	849	1224
D7795_04426	D7795_v1_chr	4157439	4158131	-	693	9
D7795_04427	D7795_v1_chr	4158199	4159620	-	1422	2032
D7795_04428	D7795_v1_chr	4159666	4161048	-	1383	575
D7795_04429	D7795_v1_chr	4160933	4161091	+	159	1
D7795_04430	D7795_v1_chr	4161094	4163130	-	2037	661
D7795_04431	D7795_v1_chr	4163174	4164016	-	843	344
D7795_04432	D7795_v1_chr	4164035	4165276	-	1242	351
D7795_04433	D7795_v1_chr	4165292	4166170	-	879	144
D7795_04434	D7795_v1_chr	4166193	4167089	-	897	361
D7795_04435	D7795_v1_chr	4167254	4168150	+	897	333
D7795_04436	D7795_v1_chr	4168184	4168987	+	804	57
D7795_04437	D7795_v1_chr	4169178	4169777	+	600	224
D7795_04438	D7795_v1_chr	4169864	4170643	+	780	617
D7795_04439	D7795_v1_chr	4170640	4171077	+	438	221
D7795_04440	D7795_v1_chr	4171122	4172063	+	942	580
D7795_04441	D7795_v1_chr	4172078	4172524	-	447	163
D7795_04442	D7795_v1_chr	4172521	4172832	-	312	102
D7795_04443	D7795_v1_chr	4172918	4173847	-	930	23
D7795_04444	D7795_v1_chr	4174065	4174376	+	312	184
D7795_04445	D7795_v1_chr	4174377	4174667	+	291	57
D7795_04446	D7795_v1_chr	4174714	4175643	-	930	416
D7795_04447	D7795_v1_chr	4175640	4176275	-	636	121
D7795_04448	D7795_v1_chr	4176272	4177174	-	903	835
D7795_04449	D7795_v1_chr	4177187	4180237	-	3051	1234
D7795_04450	D7795_v1_chr	4180432	4181268	+	837	415
D7795_04451	D7795_v1_chr	4181536	4181979	-	444	834
D7795_04452	D7795_v1_chr	4181957	4182556	-	600	1614
D7795_04453	D7795_v1_chr	4182739	4183839	+	1101	670
D7795_04454	D7795_v1_chr	4184195	4184518	-	324	398
D7795_04455	D7795_v1_chr	4184518	4185177	-	660	129
D7795_04456	D7795_v1_chr	4185278	4185826	+	549	76
D7795_04457	D7795_v1_chr	4185915	4186229	-	315	274
D7795_04458	D7795_v1_chr	4186226	4187374	-	1149	623
D7795_04459	D7795_v1_chr	4187501	4188328	-	828	717
D7795_04460	D7795_v1_chr	4188471	4189730	-	1260	551
D7795_04461	D7795_v1_chr	4189727	4191196	-	1470	456
D7795_04462	D7795_v1_chr	4191484	4192320	+	837	481
D7795_04463	D7795_v1_chr	4192473	4193321	+	849	214
D7795_04464	D7795_v1_chr	4193318	4194352	-	1035	536
D7795_04465	D7795_v1_chr	4194522	4194635	+	114	28
D7795_04466	D7795_v1_chr	4194830	4194946	+	117	0
D7795_04467	D7795_v1_chr	4194983	4195654	+	672	110
D7795_04468	D7795_v1_chr	4195812	4196933	-	1122	1283
D7795_04469	D7795_v1_chr	4196887	4197702	-	816	411
D7795_04470	D7795_v1_chr	4198031	4198651	+	621	59
D7795_04471	D7795_v1_chr	4198721	4199410	+	690	111
D7795_04472	D7795_v1_chr	4199422	4199817	+	396	73
D7795_04473	D7795_v1_chr	4199938	4200141	+	204	35
D7795_04474	D7795_v1_chr	4200189	4201562	-	1374	783
D7795_04475	D7795_v1_chr	4201559	4202257	-	699	250
D7795_04476	D7795_v1_chr	4202408	4202908	+	501	21
D7795_04477	D7795_v1_chr	4202915	4202972	+	58	21
D7795_04478	D7795_v1_chr	4203056	4203958	+	903	587
D7795_04479	D7795_v1_chr	4204143	4205105	+	963	27
D7795_04480	D7795_v1_chr	4205309	4206298	+	990	468
D7795_04481	D7795_v1_chr	4206264	4207154	+	891	360
D7795_04482	D7795_v1_chr	4207418	4208752	+	1335	1950
D7795_04483	D7795_v1_chr	4208763	4209722	+	960	159
D7795_04484	D7795_v1_chr	4209732	4210772	+	1041	229
D7795_04485	D7795_v1_chr	4210835	4211557	+	723	55
D7795_04486	D7795_v1_chr	4211655	4211825	+	171	20
D7795_04487	D7795_v1_chr	4212062	4212412	-	351	5
D7795_04488	D7795_v1_chr	4212426	4214018	-	1593	461
D7795_04489	D7795_v1_chr	4214105	4215064	-	960	366
D7795_04490	D7795_v1_chr	4215321	4216856	+	1536	246
D7795_04491	D7795_v1_chr	4216850	4217893	+	1044	704
D7795_04492	D7795_v1_chr	4217893	4218891	+	999	1353
D7795_04493	D7795_v1_chr	4218920	4219942	+	1023	1035
D7795_04494	D7795_v1_chr	4219971	4220846	+	876	587
D7795_04495	D7795_v1_chr	4220925	4221218	+	294	187
D7795_04496	D7795_v1_chr	4221228	4221992	+	765	196
D7795_04497	D7795_v1_chr	4222084	4222851	-	768	26
D7795_04498	D7795_v1_chr	4222964	4223560	-	597	191
D7795_04499	D7795_v1_chr	4223661	4224089	+	429	318
D7795_04500	D7795_v1_chr	4224195	4224941	-	747	7
D7795_04501	D7795_v1_chr	4225038	4226048	-	1011	204
D7795_04502	D7795_v1_chr	4226160	4227668	-	1509	520
D7795_04503	D7795_v1_chr	4227689	4228534	-	846	159
D7795_04504	D7795_v1_chr	4228933	4229172	+	240	52
D7795_04505	D7795_v1_chr	4229394	4229879	-	486	56
D7795_04506	D7795_v1_chr	4229972	4230901	-	930	292
D7795_04507	D7795_v1_chr	4230968	4232299	-	1332	345
D7795_04508	D7795_v1_chr	4232309	4232839	-	531	188
D7795_04509	D7795_v1_chr	4232931	4233812	-	882	856
D7795_04510	D7795_v1_chr	4233999	4235024	-	1026	441
D7795_04511	D7795_v1_chr	4235179	4237377	-	2199	18
D7795_04512	D7795_v1_chr	4237581	4237793	+	213	0
D7795_04513	D7795_v1_chr	4237838	4238500	-	663	412
D7795_04514	D7795_v1_chr	4238536	4238683	+	148	19
D7795_04515	D7795_v1_chr	4238701	4240491	-	1791	1885
D7795_04516	D7795_v1_chr	4240948	4241265	-	318	134
D7795_04517	D7795_v1_chr	4241530	4242690	+	1161	202
D7795_04518	D7795_v1_chr	4242693	4245125	+	2433	564
D7795_04519	D7795_v1_chr	4245137	4245235	-	99	26
D7795_04520	D7795_v1_chr	4245241	4246098	-	858	2098
D7795_04521	D7795_v1_chr	4246101	4247099	-	999	658
D7795_04522	D7795_v1_chr	4247334	4248458	-	1125	378
D7795_04523	D7795_v1_chr	4248594	4250150	+	1557	894
D7795_04524	D7795_v1_chr	4250415	4251653	+	1239	280
D7795_04525	D7795_v1_chr	4251650	4252756	+	1107	443
D7795_04526	D7795_v1_chr	4252701	4254182	-	1482	505
D7795_04527	D7795_v1_chr	4254461	4255351	+	891	235
D7795_04528	D7795_v1_chr	4255516	4257696	+	2181	1476
D7795_04529	D7795_v1_chr	4257754	4258377	-	624	386
D7795_04530	D7795_v1_chr	4258636	4259739	-	1104	562
D7795_04531	D7795_v1_chr	4259751	4260413	-	663	288
D7795_04532	D7795_v1_chr	4260424	4262925	-	2502	982
D7795_04533	D7795_v1_chr	4263234	4264313	+	1080	466
D7795_04534	D7795_v1_chr	4264328	4264648	+	321	81
D7795_04535	D7795_v1_chr	4264747	4267044	+	2298	1093
D7795_04536	D7795_v1_chr	4267010	4267888	+	879	340
D7795_04537	D7795_v1_chr	4267890	4268243	+	354	112
D7795_04538	D7795_v1_chr	4268230	4269081	-	852	176
D7795_04539	D7795_v1_chr	4269242	4270975	-	1734	1561
D7795_04540	D7795_v1_chr	4271111	4271181	+	71	29
D7795_04541	D7795_v1_chr	4271186	4273837	-	2652	743
D7795_04542	D7795_v1_chr	4274206	4275357	-	1152	86
D7795_04543	D7795_v1_chr	4275446	4276450	+	1005	87
D7795_04544	D7795_v1_chr	4276458	4277234	+	777	127
D7795_04545	D7795_v1_chr	4277352	4278728	+	1377	136
D7795_04546	D7795_v1_chr	4278799	4278917	-	119	24
D7795_04547	D7795_v1_chr	4279012	4279929	+	918	107
D7795_04548	D7795_v1_chr	4279912	4281312	-	1401	56
D7795_04549	D7795_v1_chr	4281511	4282146	+	636	245
D7795_04550	D7795_v1_chr	4282162	4282521	+	360	339
D7795_04551	D7795_v1_chr	4282568	4283668	-	1101	463
D7795_04552	D7795_v1_chr	4284042	4285886	+	1845	1050
D7795_04553	D7795_v1_chr	4285831	4286682	+	852	56
D7795_04554	D7795_v1_chr	4287065	4288602	+	1538	536
D7795_04555	D7795_v1_chr	4288673	4288749	+	77	94
D7795_04556	D7795_v1_chr	4288861	4288936	+	76	0
D7795_04557	D7795_v1_chr	4289121	4292022	+	2902	1211
D7795_04558	D7795_v1_chr	4292223	4292333	+	111	9
D7795_04559	D7795_v1_chr	4292518	4293546	+	1029	71
D7795_04560	D7795_v1_chr	4293543	4294505	+	963	0
D7795_04561	D7795_v1_chr	4294540	4295466	-	927	1
D7795_04562	D7795_v1_chr	4295699	4295872	-	174	0
D7795_04563	D7795_v1_chr	4295892	4295967	+	76	0
D7795_04564	D7795_v1_chr	4295976	4296060	+	85	0
D7795_04565	D7795_v1_chr	4296177	4296251	+	75	0
D7795_04566	D7795_v1_chr	4296258	4296333	+	76	2
D7795_04567	D7795_v1_chr	4296449	4297633	+	1185	27
D7795_04568	D7795_v1_chr	4297677	4297775	+	99	0
D7795_04569	D7795_v1_chr	4297863	4298246	+	384	0
D7795_04570	D7795_v1_chr	4298248	4298793	+	546	6
D7795_04571	D7795_v1_chr	4298951	4299379	+	429	0
D7795_04572	D7795_v1_chr	4299383	4300087	+	705	0
D7795_04573	D7795_v1_chr	4300503	4301000	+	498	0
D7795_04574	D7795_v1_chr	4301067	4301432	+	366	0
D7795_04575	D7795_v1_chr	4301750	4305778	+	4029	0
D7795_04576	D7795_v1_chr	4305855	4310078	+	4224	17
D7795_04577	D7795_v1_chr	4310114	4310202	-	89	16
D7795_04578	D7795_v1_chr	4310165	4310443	+	279	8
D7795_04579	D7795_v1_chr	4310449	4310793	-	345	0
D7795_04580	D7795_v1_chr	4310747	4310884	-	138	0
D7795_04581	D7795_v1_chr	4311192	4312202	+	1011	65
D7795_04582	D7795_v1_chr	4312525	4312713	+	189	176
D7795_04583	D7795_v1_chr	4312864	4313997	-	1134	28
D7795_04584	D7795_v1_chr	4313994	4314764	-	771	48
D7795_04585	D7795_v1_chr	4314766	4314939	-	174	0
D7795_04586	D7795_v1_chr	4314947	4315705	-	759	110
D7795_04587	D7795_v1_chr	4315698	4316333	-	636	393
D7795_04588	D7795_v1_chr	4316333	4318228	-	1896	1244
D7795_04589	D7795_v1_chr	4318321	4318558	-	238	44
D7795_04590	D7795_v1_chr	4318591	4319079	-	489	196
D7795_04591	D7795_v1_chr	4319172	4319945	+	774	58
D7795_04592	D7795_v1_chr	4319986	4321050	+	1065	0
D7795_04593	D7795_v1_chr	4321060	4321731	+	672	184
D7795_04594	D7795_v1_chr	4321773	4322363	+	591	57
D7795_04595	D7795_v1_chr	4322550	4322822	+	273	44
D7795_04596	D7795_v1_chr	4322834	4323526	+	693	264
D7795_04597	D7795_v1_chr	4323568	4324023	-	456	212
D7795_04598	D7795_v1_chr	4324088	4325674	+	1587	336
D7795_04599	D7795_v1_chr	4325680	4327005	+	1326	401
D7795_04600	D7795_v1_chr	4327002	4328291	-	1290	11
D7795_04601	D7795_v1_chr	4328303	4329892	-	1590	27
D7795_04602	D7795_v1_chr	4330521	4332058	+	1538	602
D7795_04603	D7795_v1_chr	4332145	4332220	+	76	38
D7795_04604	D7795_v1_chr	4332416	4335317	+	2902	1227
D7795_04605	D7795_v1_chr	4335414	4335524	+	111	13
D7795_04606	D7795_v1_chr	4335693	4336130	-	438	162
D7795_04607	D7795_v1_chr	4336287	4337216	+	930	112
D7795_04608	D7795_v1_chr	4337485	4339086	+	1602	113
D7795_04609	D7795_v1_chr	4339118	4340422	+	1305	237
D7795_04610	D7795_v1_chr	4340524	4342275	+	1752	392
D7795_04611	D7795_v1_chr	4342239	4342673	-	435	225
D7795_04612	D7795_v1_chr	4342657	4343481	-	825	176
D7795_04613	D7795_v1_chr	4343785	4347468	+	3684	1217
D7795_04614	D7795_v1_chr	4347735	4349366	+	1632	719
D7795_04615	D7795_v1_chr	4349426	4350130	-	705	218
D7795_04616	D7795_v1_chr	4350202	4350303	+	102	12
D7795_04617	D7795_v1_chr	4350338	4350877	+	540	616
D7795_04618	D7795_v1_chr	4350924	4351793	+	870	301
D7795_04619	D7795_v1_chr	4351790	4352062	-	273	108
D7795_04620	D7795_v1_chr	4352125	4352883	-	759	431
D7795_04621	D7795_v1_chr	4352870	4353733	-	864	1077
D7795_04622	D7795_v1_chr	4353750	4354589	-	840	216
D7795_04623	D7795_v1_chr	4354613	4356202	-	1590	207
D7795_04624	D7795_v1_chr	4356631	4357359	-	729	220
D7795_04625	D7795_v1_chr	4357938	4358354	-	417	0
D7795_04626	D7795_v1_chr	4358804	4359151	+	348	208
D7795_04627	D7795_v1_chr	4359282	4360631	-	1350	57
D7795_04628	D7795_v1_chr	4361019	4362668	+	1650	142
D7795_04629	D7795_v1_chr	4363109	4363354	+	246	309
D7795_04630	D7795_v1_chr	4363418	4364056	+	639	275
D7795_04631	D7795_v1_chr	4364053	4364790	+	738	26
D7795_04632	D7795_v1_chr	4364790	4366886	+	2097	424
D7795_04633	D7795_v1_chr	4367029	4367439	+	411	43
D7795_04634	D7795_v1_chr	4367501	4367555	-	55	0
D7795_04635	D7795_v1_chr	4367557	4367601	+	45	0
D7795_04636	D7795_v1_chr	4367605	4368495	-	891	57
D7795_04637	D7795_v1_chr	4368510	4370054	-	1545	555
D7795_04638	D7795_v1_chr	4370186	4371376	-	1191	302
D7795_04639	D7795_v1_chr	4371738	4372847	+	1110	196
D7795_04640	D7795_v1_chr	4372936	4374294	+	1359	159
D7795_04641	D7795_v1_chr	4374458	4375375	+	918	356
D7795_04642	D7795_v1_chr	4375343	4375433	+	91	0
D7795_04643	D7795_v1_chr	4375556	4376053	+	498	72
D7795_04644	D7795_v1_chr	4376067	4376939	+	873	0
D7795_04645	D7795_v1_chr	4377038	4379458	-	2421	0
D7795_04646	D7795_v1_chr	4379629	4379997	+	369	20
D7795_04647	D7795_v1_chr	4379709	4379828	-	120	0
D7795_04648	D7795_v1_chr	4380106	4380714	+	609	7
D7795_04649	D7795_v1_chr	4380893	4382218	+	1326	534
D7795_04650	D7795_v1_chr	4382200	4382328	+	129	17
D7795_04651	D7795_v1_chr	4382347	4382559	+	213	87
D7795_04652	D7795_v1_chr	4382658	4383173	-	516	38
D7795_04653	D7795_v1_chr	4383420	4384730	+	1311	490
D7795_04654	D7795_v1_chr	4384818	4385816	+	999	295
D7795_04655	D7795_v1_chr	4385984	4386226	+	243	42
D7795_04656	D7795_v1_chr	4386311	4386389	+	79	33
D7795_04657	D7795_v1_chr	4386401	4387384	-	984	296
D7795_04658	D7795_v1_chr	4387449	4388864	+	1416	0
D7795_04659	D7795_v1_chr	4388896	4389975	+	1080	539
D7795_04660	D7795_v1_chr	4390161	4391354	+	1194	520
D7795_04661	D7795_v1_chr	4391541	4392254	+	714	185
D7795_04662	D7795_v1_chr	4392383	4392799	+	417	260
D7795_04663	D7795_v1_chr	4392802	4393158	+	357	226
D7795_04664	D7795_v1_chr	4393159	4393497	-	339	0
D7795_04665	D7795_v1_chr	4393196	4393336	+	141	0
D7795_04666	D7795_v1_chr	4393484	4393927	-	444	101
D7795_04667	D7795_v1_chr	4394071	4396896	-	2826	42
D7795_04668	D7795_v1_chr	4396861	4396977	+	117	40
D7795_04669	D7795_v1_chr	4397144	4397674	+	531	0
D7795_04670	D7795_v1_chr	4397822	4397947	+	126	48
D7795_04671	D7795_v1_chr	4398715	4399347	+	633	0
D7795_04672	D7795_v1_chr	4399344	4400732	+	1389	23
D7795_04673	D7795_v1_chr	4400722	4402041	+	1320	4
D7795_04674	D7795_v1_chr	4402038	4403315	+	1278	0
D7795_04675	D7795_v1_chr	4403332	4420011	+	16680	17265
D7795_04676	D7795_v1_chr	4420051	4422117	+	2067	89
D7795_04677	D7795_v1_chr	4422395	4422676	-	282	579
D7795_04678	D7795_v1_chr	4423239	4424840	+	1602	1623
D7795_04679	D7795_v1_chr	4424828	4425151	-	324	95
D7795_04680	D7795_v1_chr	4425238	4425696	+	459	110
D7795_04681	D7795_v1_chr	4425728	4425868	-	141	0
D7795_04682	D7795_v1_chr	4425989	4426657	+	669	266
D7795_04683	D7795_v1_chr	4427005	4428354	+	1350	274
D7795_04684	D7795_v1_chr	4428462	4430150	+	1689	510
D7795_04685	D7795_v1_chr	4430245	4431132	-	888	244
D7795_04686	D7795_v1_chr	4431236	4431646	+	411	69
D7795_04687	D7795_v1_chr	4431639	4432328	+	690	99
D7795_04688	D7795_v1_chr	4432367	4434016	-	1650	498
D7795_04689	D7795_v1_chr	4434013	4434327	-	315	151
D7795_04690	D7795_v1_chr	4434573	4436531	-	1959	746
D7795_04691	D7795_v1_chr	4436718	4436864	+	147	0
D7795_04692	D7795_v1_chr	4436963	4438399	+	1437	501
D7795_04693	D7795_v1_chr	4438511	4439077	+	567	299
D7795_04694	D7795_v1_chr	4439074	4439745	+	672	216
D7795_04695	D7795_v1_chr	4439742	4440698	+	957	310
D7795_04696	D7795_v1_chr	4440691	4442427	+	1737	533
D7795_04697	D7795_v1_chr	4442420	4442929	+	510	66
D7795_04698	D7795_v1_chr	4442926	4443546	+	621	196
D7795_04699	D7795_v1_chr	4443891	4445201	+	1311	599
D7795_04700	D7795_v1_chr	4445359	4446048	-	690	50
D7795_04701	D7795_v1_chr	4446225	4448371	-	2147	696
D7795_04702	D7795_v1_chr	4448726	4449634	-	909	252
D7795_04703	D7795_v1_chr	4449892	4450326	-	435	150
D7795_04704	D7795_v1_chr	4450478	4450921	-	444	104
D7795_04705	D7795_v1_chr	4451041	4451376	-	336	36
D7795_04706	D7795_v1_chr	4451844	4453346	+	1503	718
D7795_04707	D7795_v1_chr	4453395	4453554	+	160	6
D7795_04708	D7795_v1_chr	4453416	4453505	+	90	0
D7795_04709	D7795_v1_chr	4453513	4454592	-	1080	667
D7795_04710	D7795_v1_chr	4454593	4455261	-	669	503
D7795_04711	D7795_v1_chr	4455258	4456901	-	1644	2192
D7795_04712	D7795_v1_chr	4457035	4458372	-	1338	661
D7795_04713	D7795_v1_chr	4458512	4459273	-	762	1024
D7795_04714	D7795_v1_chr	4459466	4459560	-	95	32
D7795_04715	D7795_v1_chr	4459571	4461841	-	2271	812
D7795_04716	D7795_v1_chr	4462071	4463003	-	933	332
D7795_04717	D7795_v1_chr	4463275	4464627	+	1353	312
D7795_04718	D7795_v1_chr	4464711	4466141	+	1431	276
D7795_04719	D7795_v1_chr	4466239	4467885	-	1647	360
D7795_04720	D7795_v1_chr	4467981	4469321	-	1341	773
D7795_04721	D7795_v1_chr	4469468	4469734	-	267	121
D7795_04722	D7795_v1_chr	4470051	4470770	-	720	669
D7795_04723	D7795_v1_chr	4470767	4472398	-	1632	1050
D7795_04724	D7795_v1_chr	4472773	4472865	+	93	120
D7795_04725	D7795_v1_chr	4472998	4475202	+	2205	1028
D7795_04726	D7795_v1_chr	4475216	4475842	+	627	129
D7795_04727	D7795_v1_chr	4475835	4476608	+	774	176
D7795_04728	D7795_v1_chr	4476683	4477276	+	594	97
D7795_04729	D7795_v1_chr	4477360	4478760	-	1401	514
D7795_04730	D7795_v1_chr	4479109	4479969	+	861	533
D7795_04731	D7795_v1_chr	4480085	4480165	+	81	8
D7795_04732	D7795_v1_chr	4480482	4480817	-	336	861
D7795_04733	D7795_v1_chr	4481054	4481326	-	273	0
D7795_04734	D7795_v1_chr	4481338	4482213	-	876	3
D7795_04735	D7795_v1_chr	4482479	4482700	-	222	104
D7795_04736	D7795_v1_chr	4483017	4483310	+	294	0
D7795_04737	D7795_v1_chr	4483307	4483798	+	492	145
D7795_04738	D7795_v1_chr	4484046	4484798	-	753	958
D7795_04739	D7795_v1_chr	4484841	4484975	-	135	0
D7795_04740	D7795_v1_chr	4485509	4485584	-	76	3
D7795_04741	D7795_v1_chr	4485700	4486275	-	576	275
D7795_04742	D7795_v1_chr	4486312	4488015	-	1704	450
D7795_04743	D7795_v1_chr	4487991	4488338	-	348	70
D7795_04744	D7795_v1_chr	4488459	4489760	-	1302	442
D7795_04745	D7795_v1_chr	4489767	4489854	+	88	7
D7795_04746	D7795_v1_chr	4489875	4491311	-	1437	613
D7795_04747	D7795_v1_chr	4491613	4492128	+	516	133
D7795_04748	D7795_v1_chr	4492187	4493449	-	1263	289
D7795_04749	D7795_v1_chr	4493704	4493997	+	294	0
D7795_04750	D7795_v1_chr	4494041	4495687	+	1647	0
D7795_04751	D7795_v1_chr	4495931	4496284	+	354	142
D7795_04752	D7795_v1_chr	4496328	4496432	+	105	0
D7795_04753	D7795_v1_chr	4496332	4497189	-	858	710
D7795_04754	D7795_v1_chr	4497356	4497424	+	69	162
D7795_04755	D7795_v1_chr	4497471	4498499	-	1029	61
D7795_04756	D7795_v1_chr	4498540	4499106	+	567	0
D7795_04757	D7795_v1_chr	4499167	4499301	+	135	98
D7795_04758	D7795_v1_chr	4499409	4499555	+	147	265
D7795_04759	D7795_v1_chr	4499586	4500173	-	588	295
D7795_04760	D7795_v1_chr	4500430	4500747	+	318	224
D7795_04761	D7795_v1_chr	4500764	4501297	-	534	193
D7795_04762	D7795_v1_chr	4501409	4501768	-	360	220
D7795_04763	D7795_v1_chr	4501779	4502174	-	396	85
D7795_04764	D7795_v1_chr	4502185	4502919	-	735	134
D7795_04765	D7795_v1_chr	4502912	4504702	-	1791	513
D7795_04766	D7795_v1_chr	4505025	4506002	+	978	0
D7795_04767	D7795_v1_chr	4506228	4507730	+	1503	1243
D7795_04768	D7795_v1_chr	4507782	4508096	+	315	120
D7795_04769	D7795_v1_chr	4508163	4511489	-	3327	1094
D7795_04770	D7795_v1_chr	4511508	4512476	-	969	0
D7795_04771	D7795_v1_chr	4512568	4513620	-	1053	13
D7795_04772	D7795_v1_chr	4513727	4514272	+	546	0
D7795_04773	D7795_v1_chr	4514334	4515074	-	741	186
D7795_04774	D7795_v1_chr	4515350	4515425	+	76	1
D7795_04775	D7795_v1_chr	4515582	4515657	+	76	1
D7795_04776	D7795_v1_chr	4515814	4515889	+	76	26
D7795_04777	D7795_v1_chr	4516159	4517298	-	1140	513
D7795_04778	D7795_v1_chr	4517300	4518844	+	1545	654
D7795_04779	D7795_v1_chr	4518816	4519277	+	462	0
D7795_04780	D7795_v1_chr	4519294	4520613	+	1320	689
D7795_04781	D7795_v1_chr	4520623	4522479	+	1857	599
D7795_04782	D7795_v1_chr	4522472	4523422	+	951	1
D7795_04783	D7795_v1_chr	4523505	4523813	+	309	103
D7795_04784	D7795_v1_chr	4523885	4525165	+	1281	752
D7795_04785	D7795_v1_chr	4525380	4526639	+	1260	515
D7795_04786	D7795_v1_chr	4526642	4527646	+	1005	188
D7795_04787	D7795_v1_chr	4527725	4527922	+	198	36
D7795_04788	D7795_v1_chr	4528025	4529323	+	1299	1
D7795_04789	D7795_v1_chr	4529531	4529956	+	426	117
D7795_04790	D7795_v1_chr	4529994	4532432	+	2439	314
D7795_04791	D7795_v1_chr	4532523	4533254	+	732	229
D7795_04792	D7795_v1_chr	4533387	4533791	+	405	9
D7795_04793	D7795_v1_chr	4533806	4534504	+	699	773
D7795_04794	D7795_v1_chr	4534504	4535574	+	1071	136
D7795_04795	D7795_v1_chr	4535571	4536230	+	660	502
D7795_04796	D7795_v1_chr	4536248	4536646	+	399	446
D7795_04797	D7795_v1_chr	4536656	4537294	+	639	589
D7795_04798	D7795_v1_chr	4537297	4538460	+	1164	77
