# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/D7795_v3_2018.ess_90.gff" "-o" "D7795_input_LB.ess.fc.tsv" "D7795_input_LB.ess.bam" 
Geneid	Chr	Start	End	Strand	Length	D7795_input_LB.ess.bam
D7795_04696	D7795_v1_chr	4440691	4442254	+	1564	33
D7795_04697	D7795_v1_chr	4442420	4442878	+	459	10
D7795_04698	D7795_v1_chr	4442926	4443484	+	559	12
D7795_04699	D7795_v1_chr	4443891	4445070	+	1180	42
D7795_04700	D7795_v1_chr	4445428	4446048	-	621	9
D7795_04701	D7795_v1_chr	4446439	4448371	-	1933	43
D7795_04702	D7795_v1_chr	4448816	4449634	-	819	17
D7795_04703	D7795_v1_chr	4449935	4450326	-	392	7
D7795_04704	D7795_v1_chr	4450522	4450921	-	400	5
D7795_04705	D7795_v1_chr	4451074	4451376	-	303	2
D7795_04706	D7795_v1_chr	4451844	4453196	+	1353	41
D7795_04707	D7795_v1_chr	4453395	4453538	+	144	3
D7795_04708	D7795_v1_chr	4453416	4453496	+	81	0
D7795_04709	D7795_v1_chr	4453621	4454592	-	972	30
D7795_04710	D7795_v1_chr	4454659	4455261	-	603	35
D7795_04711	D7795_v1_chr	4455422	4456901	-	1480	142
D7795_04712	D7795_v1_chr	4457168	4458372	-	1205	44
D7795_04713	D7795_v1_chr	4458588	4459273	-	686	83
D7795_04714	D7795_v1_chr	4459475	4459560	-	86	6
D7795_04715	D7795_v1_chr	4459798	4461841	-	2044	45
D7795_04716	D7795_v1_chr	4462164	4463003	-	840	30
D7795_04717	D7795_v1_chr	4463275	4464492	+	1218	16
D7795_04718	D7795_v1_chr	4464711	4465998	+	1288	12
D7795_04719	D7795_v1_chr	4466403	4467885	-	1483	30
D7795_04720	D7795_v1_chr	4468115	4469321	-	1207	39
D7795_04721	D7795_v1_chr	4469494	4469734	-	241	33
D7795_04722	D7795_v1_chr	4470123	4470770	-	648	45
D7795_04723	D7795_v1_chr	4470930	4472398	-	1469	78
D7795_04724	D7795_v1_chr	4472773	4472856	+	84	9
D7795_04725	D7795_v1_chr	4472998	4474982	+	1985	90
D7795_04726	D7795_v1_chr	4475216	4475780	+	565	17
D7795_04727	D7795_v1_chr	4475835	4476531	+	697	20
D7795_04728	D7795_v1_chr	4476683	4477217	+	535	6
D7795_04729	D7795_v1_chr	4477500	4478760	-	1261	42
D7795_04730	D7795_v1_chr	4479109	4479883	+	775	88
D7795_04731	D7795_v1_chr	4480085	4480157	+	73	2
D7795_04732	D7795_v1_chr	4480515	4480817	-	303	69
D7795_04733	D7795_v1_chr	4481081	4481326	-	246	0
D7795_04734	D7795_v1_chr	4481425	4482213	-	789	3
D7795_04735	D7795_v1_chr	4482501	4482700	-	200	18
D7795_04736	D7795_v1_chr	4483017	4483281	+	265	1
D7795_04737	D7795_v1_chr	4483307	4483749	+	443	10
D7795_04738	D7795_v1_chr	4484121	4484798	-	678	114
D7795_04739	D7795_v1_chr	4484854	4484975	-	122	10
D7795_04740	D7795_v1_chr	4485516	4485584	-	69	1
D7795_04741	D7795_v1_chr	4485757	4486275	-	519	9
D7795_04742	D7795_v1_chr	4486482	4488015	-	1534	37
D7795_04743	D7795_v1_chr	4488025	4488338	-	314	4
D7795_04744	D7795_v1_chr	4488589	4489760	-	1172	37
D7795_04745	D7795_v1_chr	4489767	4489846	+	80	2
D7795_04746	D7795_v1_chr	4490018	4491311	-	1294	49
D7795_04747	D7795_v1_chr	4491613	4492077	+	465	14
D7795_04748	D7795_v1_chr	4492313	4493449	-	1137	33
D7795_04749	D7795_v1_chr	4493704	4493968	+	265	0
D7795_04750	D7795_v1_chr	4494041	4495523	+	1483	0
D7795_04751	D7795_v1_chr	4495931	4496249	+	319	8
D7795_04752	D7795_v1_chr	4496328	4496422	+	95	11
D7795_04753	D7795_v1_chr	4496417	4497189	-	773	84
D7795_04754	D7795_v1_chr	4497356	4497418	+	63	17
D7795_04755	D7795_v1_chr	4497573	4498499	-	927	13
D7795_04756	D7795_v1_chr	4498540	4499050	+	511	11
D7795_04757	D7795_v1_chr	4499167	4499288	+	122	6
D7795_04758	D7795_v1_chr	4499409	4499541	+	133	16
D7795_04759	D7795_v1_chr	4499644	4500173	-	530	43
D7795_04760	D7795_v1_chr	4500430	4500716	+	287	22
D7795_04761	D7795_v1_chr	4500817	4501297	-	481	12
D7795_04762	D7795_v1_chr	4501445	4501768	-	324	10
D7795_04763	D7795_v1_chr	4501818	4502174	-	357	7
D7795_04764	D7795_v1_chr	4502258	4502919	-	662	17
D7795_04765	D7795_v1_chr	4503091	4504702	-	1612	45
D7795_04766	D7795_v1_chr	4505025	4505905	+	881	13
D7795_04767	D7795_v1_chr	4506228	4507580	+	1353	133
D7795_04768	D7795_v1_chr	4507782	4508065	+	284	14
D7795_04769	D7795_v1_chr	4508495	4511489	-	2995	70
D7795_04770	D7795_v1_chr	4511604	4512476	-	873	0
D7795_04771	D7795_v1_chr	4512673	4513620	-	948	0
D7795_04772	D7795_v1_chr	4513727	4514218	+	492	0
D7795_04773	D7795_v1_chr	4514408	4515074	-	667	16
D7795_04774	D7795_v1_chr	4515350	4515418	+	69	7
D7795_04775	D7795_v1_chr	4515582	4515650	+	69	4
D7795_04776	D7795_v1_chr	4515814	4515882	+	69	2
D7795_04777	D7795_v1_chr	4516273	4517298	-	1026	32
D7795_04778	D7795_v1_chr	4517300	4518690	+	1391	33
D7795_04779	D7795_v1_chr	4518816	4519231	+	416	0
D7795_04780	D7795_v1_chr	4519294	4520481	+	1188	25
D7795_04781	D7795_v1_chr	4520623	4522294	+	1672	37
D7795_04782	D7795_v1_chr	4522472	4523327	+	856	26
D7795_04783	D7795_v1_chr	4523505	4523783	+	279	11
D7795_04784	D7795_v1_chr	4523885	4525037	+	1153	43
D7795_04785	D7795_v1_chr	4525380	4526513	+	1134	35
D7795_04786	D7795_v1_chr	4526642	4527546	+	905	23
D7795_04787	D7795_v1_chr	4527725	4527903	+	179	3
D7795_04788	D7795_v1_chr	4528025	4529194	+	1170	16
D7795_04789	D7795_v1_chr	4529531	4529914	+	384	12
D7795_04790	D7795_v1_chr	4529994	4532189	+	2196	51
D7795_04791	D7795_v1_chr	4532523	4533181	+	659	17
D7795_04792	D7795_v1_chr	4533387	4533751	+	365	14
D7795_04793	D7795_v1_chr	4533806	4534435	+	630	42
D7795_04794	D7795_v1_chr	4534504	4535467	+	964	12
D7795_04795	D7795_v1_chr	4535571	4536164	+	594	30
D7795_04796	D7795_v1_chr	4536248	4536607	+	360	28
D7795_04797	D7795_v1_chr	4536656	4537231	+	576	30
D7795_04798	D7795_v1_chr	4537297	4538344	+	1048	8
D7795_04799	D7795_v1_chr	4538545	4540005	+	1461	22
D7795_04800	D7795_v1_chr	4540239	4540487	-	249	9
D7795_04801	D7795_v1_chr	4540648	4540920	-	273	4
D7795_04802	D7795_v1_chr	4541131	4541805	+	675	7
D7795_04803	D7795_v1_chr	4541952	4542632	-	681	17
D7795_04804	D7795_v1_chr	4542843	4543801	-	959	34
D7795_04805	D7795_v1_chr	4544164	4545422	+	1259	47
D7795_04806	D7795_v1_chr	4545577	4545852	+	276	7
D7795_04807	D7795_v1_chr	4545892	4546310	+	419	9
D7795_04808	D7795_v1_chr	4546370	4546955	+	586	6
D7795_04809	D7795_v1_chr	4547030	4547799	+	770	10
D7795_04810	D7795_v1_chr	4547884	4548502	+	619	16
D7795_04811	D7795_v1_chr	4548652	4548761	-	110	2
D7795_04812	D7795_v1_chr	4548726	4548974	-	249	4
D7795_04813	D7795_v1_chr	4549168	4549353	+	186	2
D7795_04814	D7795_v1_chr	4549444	4549800	+	357	0
D7795_04815	D7795_v1_chr	4549846	4550129	+	284	0
D7795_04816	D7795_v1_chr	4550165	4550370	+	206	2
D7795_04817	D7795_v1_chr	4550434	4550838	+	405	4
D7795_04818	D7795_v1_chr	4551031	4551865	+	835	14
D7795_04819	D7795_v1_chr	4552070	4552642	-	573	14
D7795_04820	D7795_v1_chr	4552862	4553420	+	559	1
D7795_04821	D7795_v1_chr	4553778	4555041	+	1264	32
D7795_04822	D7795_v1_chr	4555519	4556544	+	1026	120
D7795_04823	D7795_v1_chr	4556673	4557923	+	1251	154
D7795_04824	D7795_v1_chr	4558194	4558790	-	597	22
D7795_04825	D7795_v1_chr	4558989	4559858	-	870	22
D7795_04826	D7795_v1_chr	4560023	4560787	-	765	10
D7795_04827	D7795_v1_chr	4560875	4561223	+	349	6
D7795_04828	D7795_v1_chr	4561513	4563262	-	1750	60
D7795_04829	D7795_v1_chr	4563315	4563404	+	90	0
D7795_04830	D7795_v1_chr	4563422	4563481	+	60	0
D7795_04831	D7795_v1_chr	4563530	4564196	+	667	28
D7795_04832	D7795_v1_chr	4564315	4564817	-	503	10
D7795_04833	D7795_v1_chr	4565026	4565082	+	57	0
D7795_04834	D7795_v1_chr	4565144	4565330	+	187	4
D7795_04835	D7795_v1_chr	4565569	4566778	-	1210	27
D7795_04836	D7795_v1_chr	4567024	4567599	-	576	12
D7795_04837	D7795_v1_chr	4567812	4569372	+	1561	41
D7795_04838	D7795_v1_chr	4569542	4572943	+	3402	84
D7795_04839	D7795_v1_chr	4573324	4573634	+	311	21
D7795_04840	D7795_v1_chr	4573842	4574930	-	1089	124
D7795_04841	D7795_v1_chr	4575043	4576087	-	1045	127
D7795_04842	D7795_v1_chr	4576553	4577030	-	478	0
D7795_04843	D7795_v1_chr	4577356	4578255	-	900	40
D7795_04844	D7795_v1_chr	4578430	4579666	+	1237	32
D7795_04845	D7795_v1_chr	4579965	4580461	-	497	10
D7795_04846	D7795_v1_chr	4580557	4581774	+	1218	38
D7795_04847	D7795_v1_chr	4582008	4582356	+	349	8
D7795_04848	D7795_v1_chr	4582681	4582977	+	297	10
D7795_04849	D7795_v1_chr	4583021	4583347	+	327	2
D7795_04850	D7795_v1_chr	4583383	4583655	+	273	4
D7795_04851	D7795_v1_chr	4583708	4584407	+	700	12
D7795_04852	D7795_v1_chr	4584496	4585076	+	581	17
D7795_04853	D7795_v1_chr	4585199	4586219	+	1021	22
D7795_04854	D7795_v1_chr	4586316	4587323	+	1008	12
D7795_04855	D7795_v1_chr	4587431	4588097	+	667	14
D7795_04856	D7795_v1_chr	4588188	4589910	+	1723	25
D7795_04857	D7795_v1_chr	4590179	4590397	+	219	4
D7795_04858	D7795_v1_chr	4590411	4590667	+	257	2
D7795_04859	D7795_v1_chr	4590745	4591163	-	419	7
D7795_04860	D7795_v1_chr	4591498	4593423	-	1926	37
D7795_04861	D7795_v1_chr	4593628	4593781	+	154	0
D7795_04862	D7795_v1_chr	4593997	4595484	-	1488	17
D7795_04863	D7795_v1_chr	4595675	4596952	-	1278	16
D7795_04864	D7795_v1_chr	4597184	4598037	-	854	16
D7795_04865	D7795_v1_chr	4598227	4598275	+	49	1
D7795_04866	D7795_v1_chr	4598421	4600859	+	2439	44
D7795_04867	D7795_v1_chr	4601543	4601691	-	149	13
D7795_04868	D7795_v1_chr	4601804	4602152	-	349	10
D7795_04869	D7795_v1_chr	4602275	4602690	-	416	5
D7795_04870	D7795_v1_chr	4602796	4603638	-	843	19
D7795_04871	D7795_v1_chr	4603684	4603775	-	92	6
D7795_04872	D7795_v1_chr	4603914	4604354	-	441	7
D7795_04873	D7795_v1_chr	4604681	4605944	-	1264	14
D7795_04874	D7795_v1_chr	4606100	4607004	-	905	8
D7795_04875	D7795_v1_chr	4607209	4608048	-	840	12
D7795_04876	D7795_v1_chr	4608181	4609279	-	1099	91
D7795_04877	D7795_v1_chr	4609380	4609552	+	173	5
D7795_04878	D7795_v1_chr	4609955	4610362	+	408	15
D7795_04879	D7795_v1_chr	4610581	4611485	-	905	18
D7795_04880	D7795_v1_chr	4611651	4612026	+	376	10
D7795_04881	D7795_v1_chr	4612127	4612815	+	689	15
D7795_04882	D7795_v1_chr	4613159	4613466	-	308	20
D7795_04883	D7795_v1_chr	4613478	4613621	-	144	3
D7795_04884	D7795_v1_chr	4613778	4614231	-	454	60
D7795_04885	D7795_v1_chr	4614426	4615495	+	1070	147
D7795_04886	D7795_v1_chr	4616040	4618610	-	2571	0
D7795_04887	D7795_v1_chr	4618658	4619092	-	435	8
D7795_04888	D7795_v1_chr	4619341	4620701	-	1361	41
D7795_04889	D7795_v1_chr	4620757	4620864	-	108	1
D7795_04890	D7795_v1_chr	4621096	4622086	+	991	0
D7795_04891	D7795_v1_chr	4622196	4623170	+	975	0
D7795_04892	D7795_v1_chr	4623583	4624482	-	900	26
D7795_04893	D7795_v1_chr	4624677	4625864	-	1188	26
D7795_04894	D7795_v1_chr	4626002	4626690	-	689	51
D7795_04895	D7795_v1_chr	4626818	4627746	-	929	108
D7795_04896	D7795_v1_chr	4627963	4628440	+	478	30
D7795_04897	D7795_v1_chr	4628623	4629540	-	918	14
D7795_04898	D7795_v1_chr	4629763	4629839	+	77	0
D7795_04899	D7795_v1_chr	4630052	4630138	+	87	1
D7795_04900	D7795_v1_chr	4630182	4630241	-	60	1
D7795_04901	D7795_v1_chr	4630342	4630792	+	451	9
D7795_04902	D7795_v1_chr	4630919	4631143	+	225	7
D7795_04903	D7795_v1_chr	4631276	4631491	+	216	5
D7795_04904	D7795_v1_chr	4631518	4631796	+	279	14
D7795_04905	D7795_v1_chr	4632232	4632375	+	144	9
D7795_04906	D7795_v1_chr	4632435	4632715	-	281	6
D7795_04907	D7795_v1_chr	4632965	4633445	-	481	13
D7795_04908	D7795_v1_chr	4633893	4634341	+	449	50
D7795_04909	D7795_v1_chr	4634512	4635178	+	667	2
D7795_04910	D7795_v1_chr	4635269	4637474	+	2206	48
D7795_04911	D7795_v1_chr	4637716	4638118	+	403	0
D7795_04912	D7795_v1_chr	4638277	4639011	-	735	5
D7795_04913	D7795_v1_chr	4639588	4639776	+	189	11
D7795_04914	D7795_v1_chr	4639782	4640097	+	316	23
D7795_04915	D7795_v1_chr	4640111	4640240	+	130	5
D7795_04916	D7795_v1_chr	4640377	4640965	+	589	23
D7795_04917	D7795_v1_chr	4640981	4641148	+	168	9
D7795_04918	D7795_v1_chr	4641217	4641978	+	762	25
D7795_04919	D7795_v1_chr	4642325	4642576	+	252	2
D7795_04920	D7795_v1_chr	4642611	4642835	-	225	5
D7795_04921	D7795_v1_chr	4642887	4643189	+	303	16
D7795_04922	D7795_v1_chr	4643691	4643839	+	149	23
D7795_04923	D7795_v1_chr	4643856	4644495	+	640	39
D7795_04924	D7795_v1_chr	4645007	4645104	-	98	6
D7795_04925	D7795_v1_chr	4645117	4645762	-	646	56
D7795_04926	D7795_v1_chr	4646484	4647947	-	1464	43
D7795_04927	D7795_v1_chr	4647983	4648215	-	233	13
D7795_04928	D7795_v1_chr	4648477	4648649	-	173	0
D7795_04929	D7795_v1_chr	4648703	4649251	+	549	54
D7795_04930	D7795_v1_chr	4649663	4650483	+	821	32
D7795_04931	D7795_v1_chr	4650779	4651194	+	416	22
D7795_04932	D7795_v1_chr	4651308	4651775	-	468	30
D7795_04933	D7795_v1_chr	4652320	4652973	+	654	15
D7795_04934	D7795_v1_chr	4653147	4654059	-	913	19
D7795_04935	D7795_v1_chr	4654211	4654362	+	152	4
D7795_04936	D7795_v1_chr	4654380	4654496	+	117	3
D7795_04937	D7795_v1_chr	4654861	4655263	+	403	20
D7795_04938	D7795_v1_chr	4655546	4656207	+	662	14
D7795_04939	D7795_v1_chr	4656376	4657194	-	819	15
D7795_04940	D7795_v1_chr	4657430	4658485	-	1056	10
D7795_04941	D7795_v1_chr	4658544	4658959	-	416	4
D7795_04942	D7795_v1_chr	4659023	4659627	-	605	4
D7795_04943	D7795_v1_chr	4660618	4661684	-	1067	38
D7795_04944	D7795_v1_chr	4661761	4661845	+	85	0
D7795_04945	D7795_v1_chr	4661935	4662215	-	281	2
D7795_04946	D7795_v1_chr	4662357	4663175	-	819	12
D7795_04947	D7795_v1_chr	4663386	4664503	-	1118	24
D7795_04948	D7795_v1_chr	4664678	4664710	-	33	1
D7795_04949	D7795_v1_chr	4664982	4665840	+	859	27
D7795_04950	D7795_v1_chr	4666116	4667349	+	1234	30
D7795_04951	D7795_v1_chr	4667595	4667724	-	130	4
D7795_04952	D7795_v1_chr	4667691	4667839	+	149	8
D7795_04953	D7795_v1_chr	4668024	4668852	-	829	37
D7795_04954	D7795_v1_chr	4669342	4672282	-	2941	59
D7795_04955	D7795_v1_chr	4672507	4673681	-	1175	89
D7795_04956	D7795_v1_chr	4673833	4675290	-	1458	34
D7795_04957	D7795_v1_chr	4675387	4675692	-	306	11
D7795_04958	D7795_v1_chr	4675687	4676108	-	422	3
D7795_04959	D7795_v1_chr	4676124	4676520	-	397	27
D7795_04960	D7795_v1_chr	4676645	4676766	+	122	22
D7795_04961	D7795_v1_chr	4676936	4678064	-	1129	20
D7795_04962	D7795_v1_chr	4678126	4678644	-	519	52
D7795_04963	D7795_v1_chr	4679441	4681098	-	1658	148
D7795_04964	D7795_v1_chr	4681263	4681438	+	176	8
D7795_04965	D7795_v1_chr	4681508	4681767	+	260	4
D7795_04966	D7795_v1_chr	4681782	4682054	+	273	0
D7795_04967	D7795_v1_chr	4682254	4683115	-	862	24
D7795_04968	D7795_v1_chr	4683146	4683329	-	184	2
D7795_04969	D7795_v1_chr	4683639	4685574	-	1936	43
D7795_04970	D7795_v1_chr	4685941	4687436	+	1496	24
D7795_04971	D7795_v1_chr	4687925	4690414	+	2490	34
D7795_04972	D7795_v1_chr	4690792	4691172	+	381	17
D7795_04973	D7795_v1_chr	4691229	4691644	+	416	21
D7795_04974	D7795_v1_chr	4691716	4692417	+	702	67
D7795_04975	D7795_v1_chr	4692473	4693237	+	765	72
D7795_04976	D7795_v1_chr	4693334	4694287	+	954	47
D7795_04977	D7795_v1_chr	4694410	4695319	+	910	59
D7795_04978	D7795_v1_chr	4695783	4697845	-	2063	64
D7795_04979	D7795_v1_chr	4698174	4698589	-	416	5
D7795_04980	D7795_v1_chr	4698720	4699384	-	665	0
D7795_04981	D7795_v1_chr	4699441	4699926	-	486	0
D7795_04982	D7795_v1_chr	4700066	4700492	-	427	12
D7795_04983	D7795_v1_chr	4700577	4701427	-	851	9
D7795_04984	D7795_v1_chr	4701972	4702625	+	654	65
D7795_04985	D7795_v1_chr	4702658	4703265	+	608	26
D7795_04986	D7795_v1_chr	4703428	4703841	-	414	14
D7795_04987	D7795_v1_chr	4704078	4704788	-	711	17
D7795_04988	D7795_v1_chr	4705015	4705973	-	959	51
D7795_04989	D7795_v1_chr	4706224	4706437	+	214	5
D7795_04990	D7795_v1_chr	4706500	4706578	-	79	3
D7795_04991	D7795_v1_chr	4706618	4706696	-	79	0
D7795_04992	D7795_v1_chr	4706732	4706810	-	79	7
D7795_04993	D7795_v1_chr	4707103	4708029	-	927	15
D7795_04994	D7795_v1_chr	4708132	4708526	+	395	1
D7795_04995	D7795_v1_chr	4708514	4708916	+	403	13
D7795_04996	D7795_v1_chr	4708979	4709591	+	613	12
D7795_04997	D7795_v1_chr	4709751	4711181	+	1431	26
D7795_04998	D7795_v1_chr	4711742	4712298	+	557	10
D7795_04999	D7795_v1_chr	4712488	4712633	+	146	4
D7795_05000	D7795_v1_chr	4712752	4713737	+	986	23
D7795_05001	D7795_v1_chr	4713843	4714539	+	697	14
D7795_05002	D7795_v1_chr	4714707	4715236	-	530	8
D7795_05003	D7795_v1_chr	4715639	4717034	-	1396	19
D7795_05004	D7795_v1_chr	4717294	4717995	+	702	16
D7795_05005	D7795_v1_chr	4718197	4719387	+	1191	25
D7795_05006	D7795_v1_chr	4719571	4720672	+	1102	45
D7795_05007	D7795_v1_chr	4721004	4721651	+	648	14
D7795_05008	D7795_v1_chr	4721902	4723098	+	1197	21
D7795_05009	D7795_v1_chr	4723336	4724251	-	916	15
D7795_05010	D7795_v1_chr	4724349	4724929	-	581	13
D7795_05011	D7795_v1_chr	4725046	4725918	+	873	24
D7795_05012	D7795_v1_chr	4726098	4727342	+	1245	25
D7795_05013	D7795_v1_chr	4727641	4728750	+	1110	27
D7795_05014	D7795_v1_chr	4729157	4730658	-	1502	21
D7795_05015	D7795_v1_chr	4730867	4732611	+	1745	25
D7795_05016	D7795_v1_chr	4732862	4733156	+	295	3
D7795_05017	D7795_v1_chr	4733341	4733805	-	465	7
D7795_05018	D7795_v1_chr	4733854	4734437	+	584	11
D7795_05019	D7795_v1_chr	4734165	4734249	+	85	0
D7795_05020	D7795_v1_chr	4734585	4735367	-	783	20
D7795_05021	D7795_v1_chr	4735467	4735564	+	98	0
D7795_05022	D7795_v1_chr	4735564	4736004	+	441	6
D7795_05023	D7795_v1_chr	4736065	4736685	+	621	14
D7795_05024	D7795_v1_chr	4736754	4738036	+	1283	13
D7795_05025	D7795_v1_chr	4738236	4739450	+	1215	26
D7795_05026	D7795_v1_chr	4739751	4740728	-	978	25
D7795_05027	D7795_v1_chr	4740824	4741326	-	503	30
D7795_05028	D7795_v1_chr	4741597	4743881	-	2285	231
D7795_05029	D7795_v1_chr	4743995	4744610	-	616	74
D7795_05030	D7795_v1_chr	4744735	4745226	-	492	45
D7795_05031	D7795_v1_chr	4745632	4746236	-	605	94
D7795_05032	D7795_v1_chr	4746652	4746935	-	284	8
D7795_05033	D7795_v1_chr	4747273	4747918	-	646	10
D7795_05034	D7795_v1_chr	4748014	4748140	+	127	5
D7795_05035	D7795_v1_chr	4748554	4749172	+	619	20
D7795_05036	D7795_v1_pE116	88	978	+	891	19
D7795_05037	D7795_v1_pE116	1618	1966	-	349	43
D7795_05038	D7795_v1_pE116	2673	2945	+	273	30
D7795_05039	D7795_v1_pE116	3250	3722	+	473	48
D7795_05040	D7795_v1_pE116	3956	6164	+	2209	93
D7795_05041	D7795_v1_pE116	6402	7025	+	624	19
D7795_05042	D7795_v1_pE116	7112	7614	+	503	10
D7795_05043	D7795_v1_pE116	7765	8628	+	864	28
D7795_05044	D7795_v1_pE116	8645	9382	-	738	142
D7795_05045	D7795_v1_pE116	9737	10822	+	1086	17
D7795_05046	D7795_v1_pE116	10942	11819	+	878	15
D7795_05047	D7795_v1_pE116	12125	13272	-	1148	12
D7795_05048	D7795_v1_pE116	13314	13694	-	381	0
D7795_05049	D7795_v1_pE116	13965	15541	+	1577	21
D7795_05050	D7795_v1_pE116	15857	16450	+	594	2
D7795_05051	D7795_v1_pE116	16551	16667	+	117	0
D7795_05052	D7795_v1_pE116	16765	16908	+	144	18
D7795_05053	D7795_v1_pE116	17026	17268	+	243	16
D7795_05054	D7795_v1_pE116	17852	18275	-	424	63
D7795_05055	D7795_v1_pE116	18691	19033	+	343	15
D7795_05056	D7795_v1_pE116	19265	19545	+	281	23
D7795_05057	D7795_v1_pE116	19579	19913	+	335	1
D7795_05058	D7795_v1_pE116	20044	20249	+	206	17
D7795_05059	D7795_v1_pE116	20313	20639	+	327	55
D7795_05060	D7795_v1_pE116	20690	20970	+	281	25
D7795_05061	D7795_v1_pE116	21023	21533	+	511	81
D7795_05062	D7795_v1_pE116	21576	22242	+	667	24
D7795_05063	D7795_v1_pE116	22316	23595	+	1280	25
D7795_05064	D7795_v1_pE116	23727	24264	+	538	37
D7795_05065	D7795_v1_pE116	24310	24504	+	195	1
D7795_05066	D7795_v1_pE116	24522	24821	+	300	17
D7795_05067	D7795_v1_pE116	25116	25496	+	381	5
D7795_05068	D7795_v1_pE116	25655	26062	+	408	7
D7795_05069	D7795_v1_pE116	26229	26485	+	257	5
D7795_05070	D7795_v1_pE116	26530	26691	+	162	1
D7795_05071	D7795_v1_pE116	26909	27130	+	222	4
D7795_05072	D7795_v1_pE116	27404	27474	+	71	0
D7795_05073	D7795_v1_pE116	27474	28256	+	783	24
D7795_05074	D7795_v1_pE116	28691	28831	+	141	4
D7795_05075	D7795_v1_pE116	29124	29391	+	268	12
D7795_05076	D7795_v1_pE116	29591	30263	-	673	30
D7795_05077	D7795_v1_pE116	30637	31374	+	738	149
D7795_05078	D7795_v1_pE116	31469	32591	+	1123	25
D7795_05079	D7795_v1_pE116	32474	33019	-	546	10
D7795_05080	D7795_v1_pE116	33109	33411	-	303	1
D7795_05081	D7795_v1_pE116	33646	34104	-	459	11
D7795_05082	D7795_v1_pE116	34208	35212	-	1005	12
D7795_05083	D7795_v1_pE116	35470	35910	+	441	0
D7795_05084	D7795_v1_pE116	35533	35964	-	432	0
D7795_05085	D7795_v1_pE116	36055	36297	-	243	8
D7795_05086	D7795_v1_pE116	36613	37279	+	667	55
D7795_05087	D7795_v1_pE116	37560	37870	+	311	9
D7795_05088	D7795_v1_pE116	37951	38585	+	635	116
D7795_05089	D7795_v1_pE116	38712	38925	+	214	5
D7795_05090	D7795_v1_pE116	38932	40430	+	1499	39
D7795_05091	D7795_v1_pE116	40586	41458	+	873	26
D7795_05092	D7795_v1_pE116	41802	42336	-	535	8
D7795_05093	D7795_v1_pE116	42414	43151	-	738	149
D7795_05094	D7795_v1_pE116	43180	43547	+	368	3
D7795_05095	D7795_v1_pE116	43194	43725	+	532	2
D7795_05096	D7795_v1_pE116	43834	44368	+	535	5
D7795_05097	D7795_v1_pE116	43892	44151	-	260	0
D7795_05098	D7795_v1_pE116	44307	44811	+	505	5
D7795_05099	D7795_v1_pE116	44969	45284	-	316	15
D7795_05100	D7795_v1_pE116	45341	45724	+	384	29
D7795_05101	D7795_v1_pE116	45958	46543	-	586	19
D7795_05102	D7795_v1_pE116	46877	47530	-	654	105
D7795_05103	D7795_v1_pE116	47989	49587	-	1599	92
D7795_05104	D7795_v1_pE116	49618	49809	+	192	3
D7795_05105	D7795_v1_pE116	49845	50536	-	692	45
D7795_05106	D7795_v1_pE116	50726	50874	-	149	30
D7795_05107	D7795_v1_pE116	51137	51941	-	805	100
D7795_05108	D7795_v1_pE116	52210	52328	+	119	14
D7795_05109	D7795_v1_pE116	52421	53158	+	738	154
D7795_05110	D7795_v1_pE116	53355	53638	+	284	46
D7795_05111	D7795_v1_pE116	53705	53985	+	281	47
D7795_05112	D7795_v1_pE116	54072	54649	+	578	38
D7795_05113	D7795_v1_pE116	55279	56896	-	1618	37
D7795_05114	D7795_v1_pE116	57385	58181	+	797	12
D7795_05115	D7795_v1_pE116	58421	59500	-	1080	23
D7795_05116	D7795_v1_pE116	59579	60189	+	611	10
D7795_05117	D7795_v1_pE116	60312	60530	-	219	2
D7795_05118	D7795_v1_pE116	60644	61148	-	505	16
D7795_05119	D7795_v1_pE116	61266	61900	-	635	119
D7795_05120	D7795_v1_pE116	61938	62172	-	235	6
D7795_05121	D7795_v1_pE116	62215	62439	-	225	6
D7795_05122	D7795_v1_pE116	62484	62921	-	438	8
D7795_05123	D7795_v1_pE116	62976	63505	-	530	15
D7795_05124	D7795_v1_pE116	63522	63746	-	225	6
D7795_05125	D7795_v1_pE116	63789	64204	-	416	5
D7795_05126	D7795_v1_pE116	64345	64836	+	492	16
D7795_05127	D7795_v1_pE116	65254	65780	-	527	12
D7795_05128	D7795_v1_pE116	65795	65938	-	144	2
D7795_05129	D7795_v1_pE116	65997	66307	-	311	7
D7795_05130	D7795_v1_pE116	66834	67981	+	1148	21
D7795_05131	D7795_v1_pE116	68126	68314	+	189	11
D7795_05132	D7795_v1_pE116	68311	69048	-	738	148
D7795_05133	D7795_v1_pE116	69108	69793	-	686	23
D7795_05134	D7795_v1_pE116	69884	70045	-	162	2
D7795_05135	D7795_v1_pE116	70781	71936	-	1156	105
D7795_05136	D7795_v1_pE116	72026	72266	-	241	2
D7795_05137	D7795_v1_pE116	72356	72760	-	405	14
D7795_05138	D7795_v1_pE116	72918	73244	-	327	34
D7795_05139	D7795_v1_pE116	73292	73529	-	238	26
D7795_05140	D7795_v1_pE116	73688	74057	-	370	21
D7795_05141	D7795_v1_pE116	74134	74565	-	432	7
