# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "--fraction" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/P125109_v3_2018.tradis.gff" "-o" "P125109_output_MAC_1.deseq.fc.tsv" "P125109_output_MAC_1.deseq.bam" 
Geneid	Chr	Start	End	Strand	Length	P125109_output_MAC_1.deseq.bam
P125109_04240	P125109_v1_chr	4011890	4011966	+	77	1
P125109_04241	P125109_v1_chr	4012273	4012480	+	208	163
P125109_04242	P125109_v1_chr	4012548	4013747	-	1200	2095
P125109_04243	P125109_v1_chr	4013747	4014916	-	1170	740
P125109_04244	P125109_v1_chr	4014938	4015678	-	741	3
P125109_04245	P125109_v1_chr	4015675	4016637	-	963	21
P125109_04246	P125109_v1_chr	4016712	4016762	+	51	0
P125109_04247	P125109_v1_chr	4016913	4016954	+	42	2
P125109_04248	P125109_v1_chr	4016993	4019539	+	2547	449
P125109_04249	P125109_v1_chr	4019617	4019937	-	321	363
P125109_04250	P125109_v1_chr	4020007	4020387	-	381	473
P125109_04251	P125109_v1_chr	4020384	4020617	-	234	143
P125109_04252	P125109_v1_chr	4020656	4020907	-	252	460
P125109_04253	P125109_v1_chr	4021093	4021296	+	204	16
P125109_04254	P125109_v1_chr	4021333	4022157	+	825	1
P125109_04255	P125109_v1_chr	4022154	4022861	+	708	634
P125109_04256	P125109_v1_chr	4022858	4023760	+	903	16
P125109_04257	P125109_v1_chr	4023760	4024476	+	717	557
P125109_04258	P125109_v1_chr	4024612	4026774	+	2163	1069
P125109_04259	P125109_v1_chr	4027034	4027090	+	57	248
P125109_04260	P125109_v1_chr	4027103	4027171	+	69	197
P125109_04261	P125109_v1_chr	4027246	4028196	+	951	602
P125109_04262	P125109_v1_chr	4028244	4028717	-	474	538
P125109_04263	P125109_v1_chr	4028799	4029095	+	297	4
P125109_04264	P125109_v1_chr	4029135	4030022	-	888	2140
P125109_04265	P125109_v1_chr	4030066	4030533	-	468	913
P125109_04266	P125109_v1_chr	4030698	4031567	+	870	1777
P125109_04267	P125109_v1_chr	4031633	4033480	+	1848	2228
P125109_04268	P125109_v1_chr	4033544	4034164	+	621	1219
P125109_04269	P125109_v1_chr	4034204	4034824	-	621	628
P125109_04270	P125109_v1_chr	4034935	4035951	+	1017	1936
P125109_04271	P125109_v1_chr	4035967	4036767	+	801	1039
P125109_04272	P125109_v1_chr	4036848	4037747	+	900	745
P125109_04273	P125109_v1_chr	4037635	4038588	-	954	873
P125109_04274	P125109_v1_chr	4038837	4041101	+	2265	2411
P125109_04275	P125109_v1_chr	4041493	4042788	+	1296	2209
P125109_04276	P125109_v1_chr	4042868	4043680	-	813	1329
P125109_04277	P125109_v1_chr	4043939	4044700	+	762	1721
P125109_04278	P125109_v1_chr	4044840	4046270	+	1431	1714
P125109_04279	P125109_v1_chr	4046366	4047121	+	756	3
P125109_04280	P125109_v1_chr	4047131	4047736	+	606	3
P125109_04281	P125109_v1_chr	4047733	4049373	+	1641	5
P125109_04282	P125109_v1_chr	4049579	4049833	+	255	269
P125109_04283	P125109_v1_chr	4049837	4050385	+	549	1113
P125109_04284	P125109_v1_chr	4050388	4051167	+	780	1209
P125109_04285	P125109_v1_chr	4051197	4051991	+	795	1288
P125109_04286	P125109_v1_chr	4051999	4052487	-	489	1838
P125109_04287	P125109_v1_chr	4052673	4054151	+	1479	23
P125109_04288	P125109_v1_chr	4054237	4054938	+	702	914
P125109_04289	P125109_v1_chr	4055192	4057015	+	1824	5720
P125109_04290	P125109_v1_chr	4057015	4057210	-	196	173
P125109_04291	P125109_v1_chr	4057212	4058375	-	1164	1447
P125109_04292	P125109_v1_chr	4058385	4060574	-	2190	2211
P125109_04293	P125109_v1_chr	4060764	4062095	+	1332	1608
P125109_04294	P125109_v1_chr	4062095	4062709	+	615	934
P125109_04295	P125109_v1_chr	4062748	4064199	+	1452	60
P125109_04296	P125109_v1_chr	4064211	4064756	+	546	2
P125109_04297	P125109_v1_chr	4065137	4066674	+	1538	3927
P125109_04298	P125109_v1_chr	4066745	4066821	+	77	122
P125109_04299	P125109_v1_chr	4066933	4067008	+	76	264
P125109_04300	P125109_v1_chr	4067193	4070096	+	2904	5492
P125109_04301	P125109_v1_chr	4070297	4070407	+	111	141
P125109_04302	P125109_v1_chr	4070713	4071243	-	531	445
P125109_04303	P125109_v1_chr	4071225	4071809	-	585	383
P125109_04304	P125109_v1_chr	4071879	4072148	+	270	150
P125109_04305	P125109_v1_chr	4072225	4073211	+	987	823
P125109_04306	P125109_v1_chr	4073228	4073851	+	624	64
P125109_04307	P125109_v1_chr	4073864	4074772	-	909	936
P125109_04308	P125109_v1_chr	4075160	4077946	+	2787	24
P125109_04309	P125109_v1_chr	4078095	4078204	+	110	0
P125109_04310	P125109_v1_chr	4078281	4078913	-	633	5
P125109_04311	P125109_v1_chr	4079180	4079377	+	198	28
P125109_04312	P125109_v1_chr	4079187	4079430	+	244	0
P125109_04313	P125109_v1_chr	4079496	4080011	+	516	520
P125109_04314	P125109_v1_chr	4080200	4081573	+	1374	978
P125109_04315	P125109_v1_chr	4081663	4081773	-	111	206
P125109_04316	P125109_v1_chr	4081886	4083295	-	1410	5
P125109_04317	P125109_v1_chr	4083304	4084353	-	1050	17
P125109_04318	P125109_v1_chr	4084442	4084626	-	185	18
P125109_04319	P125109_v1_chr	4084628	4086037	-	1410	17
P125109_04320	P125109_v1_chr	4086016	4086444	-	429	50
P125109_04321	P125109_v1_chr	4086413	4088236	+	1824	1303
P125109_04322	P125109_v1_chr	4088291	4089025	-	735	4857
P125109_04323	P125109_v1_chr	4089010	4089888	-	879	4083
P125109_04324	P125109_v1_chr	4089885	4091126	-	1242	4487
P125109_04325	P125109_v1_chr	4091128	4092003	-	876	5149
P125109_04326	P125109_v1_chr	4091996	4092982	-	987	2344
P125109_04327	P125109_v1_chr	4093034	4093882	-	849	2625
P125109_04328	P125109_v1_chr	4094039	4094731	-	693	47
P125109_04329	P125109_v1_chr	4094799	4095395	-	597	1783
P125109_04330	P125109_v1_chr	4095362	4096219	-	858	4281
P125109_04331	P125109_v1_chr	4096265	4097647	-	1383	1918
P125109_04332	P125109_v1_chr	4097532	4097690	+	159	23
P125109_04333	P125109_v1_chr	4097693	4099729	-	2037	1967
P125109_04334	P125109_v1_chr	4099773	4100615	-	843	1250
P125109_04335	P125109_v1_chr	4100634	4101875	-	1242	863
P125109_04336	P125109_v1_chr	4101891	4102769	-	879	312
P125109_04337	P125109_v1_chr	4102792	4103688	-	897	763
P125109_04338	P125109_v1_chr	4103853	4104749	+	897	880
P125109_04339	P125109_v1_chr	4104783	4105586	+	804	779
P125109_04340	P125109_v1_chr	4105777	4106376	+	600	492
P125109_04341	P125109_v1_chr	4106463	4107242	+	780	925
P125109_04342	P125109_v1_chr	4107239	4107676	+	438	196
P125109_04343	P125109_v1_chr	4107721	4108662	+	942	1546
P125109_04344	P125109_v1_chr	4108677	4109123	-	447	812
P125109_04345	P125109_v1_chr	4109120	4109431	-	312	298
P125109_04346	P125109_v1_chr	4109517	4110446	-	930	830
P125109_04347	P125109_v1_chr	4110664	4110975	+	312	355
P125109_04348	P125109_v1_chr	4110976	4111266	+	291	223
P125109_04349	P125109_v1_chr	4111313	4112242	-	930	1220
P125109_04350	P125109_v1_chr	4112239	4112874	-	636	910
P125109_04351	P125109_v1_chr	4112871	4113773	-	903	913
P125109_04352	P125109_v1_chr	4113786	4116836	-	3051	3030
P125109_04353	P125109_v1_chr	4117031	4117867	+	837	1316
P125109_04354	P125109_v1_chr	4118135	4118578	-	444	4504
P125109_04355	P125109_v1_chr	4118556	4119155	-	600	5182
P125109_04356	P125109_v1_chr	4119338	4120438	+	1101	2894
P125109_04357	P125109_v1_chr	4120794	4121117	-	324	1720
P125109_04358	P125109_v1_chr	4121117	4121776	-	660	939
P125109_04359	P125109_v1_chr	4121877	4122425	+	549	717
P125109_04360	P125109_v1_chr	4122514	4122828	-	315	405
P125109_04361	P125109_v1_chr	4122825	4123973	-	1149	841
P125109_04362	P125109_v1_chr	4124100	4124927	-	828	1007
P125109_04363	P125109_v1_chr	4125070	4126329	-	1260	1033
P125109_04364	P125109_v1_chr	4126326	4127795	-	1470	1183
P125109_04365	P125109_v1_chr	4128083	4128919	+	837	610
P125109_04366	P125109_v1_chr	4129072	4129920	+	849	604
P125109_04367	P125109_v1_chr	4129917	4130951	-	1035	1561
P125109_04368	P125109_v1_chr	4131121	4131234	+	114	32
P125109_04369	P125109_v1_chr	4131429	4131545	+	117	0
P125109_04370	P125109_v1_chr	4131582	4132253	+	672	341
P125109_04371	P125109_v1_chr	4132410	4133531	-	1122	4661
P125109_04372	P125109_v1_chr	4133485	4134300	-	816	737
P125109_04373	P125109_v1_chr	4134630	4135250	+	621	93
P125109_04374	P125109_v1_chr	4135320	4136009	+	690	992
P125109_04375	P125109_v1_chr	4136021	4136416	+	396	338
P125109_04376	P125109_v1_chr	4136537	4136740	+	204	106
P125109_04377	P125109_v1_chr	4136788	4138161	-	1374	766
P125109_04378	P125109_v1_chr	4138158	4138856	-	699	505
P125109_04379	P125109_v1_chr	4139007	4139507	+	501	816
P125109_04380	P125109_v1_chr	4139514	4139571	+	58	186
P125109_04381	P125109_v1_chr	4139655	4140557	+	903	1305
P125109_04382	P125109_v1_chr	4140742	4141704	+	963	37
P125109_04383	P125109_v1_chr	4141908	4142897	+	990	1294
P125109_04384	P125109_v1_chr	4142998	4143753	+	756	1877
P125109_04385	P125109_v1_chr	4144017	4145351	+	1335	6029
P125109_04386	P125109_v1_chr	4145362	4146321	+	960	966
P125109_04387	P125109_v1_chr	4146331	4147371	+	1041	853
P125109_04388	P125109_v1_chr	4147434	4148156	+	723	347
P125109_04389	P125109_v1_chr	4148254	4148424	+	171	214
P125109_04390	P125109_v1_chr	4148661	4149011	-	351	256
P125109_04391	P125109_v1_chr	4149025	4150617	-	1593	1380
P125109_04392	P125109_v1_chr	4150704	4151663	-	960	823
P125109_04393	P125109_v1_chr	4151920	4153455	+	1536	1491
P125109_04394	P125109_v1_chr	4153449	4154492	+	1044	2535
P125109_04395	P125109_v1_chr	4154492	4155490	+	999	2660
P125109_04396	P125109_v1_chr	4155519	4156541	+	1023	2008
P125109_04397	P125109_v1_chr	4156570	4157445	+	876	1950
P125109_04398	P125109_v1_chr	4157524	4157817	+	294	617
P125109_04399	P125109_v1_chr	4157827	4158591	+	765	1245
P125109_04400	P125109_v1_chr	4158683	4159450	-	768	6
P125109_04401	P125109_v1_chr	4159563	4160159	-	597	358
P125109_04402	P125109_v1_chr	4160260	4160688	+	429	295
P125109_04403	P125109_v1_chr	4160794	4161540	-	747	1099
P125109_04404	P125109_v1_chr	4161637	4162647	-	1011	765
P125109_04405	P125109_v1_chr	4162759	4164267	-	1509	1055
P125109_04406	P125109_v1_chr	4164288	4165133	-	846	1080
P125109_04407	P125109_v1_chr	4165532	4165771	+	240	537
P125109_04408	P125109_v1_chr	4165993	4166478	-	486	396
P125109_04409	P125109_v1_chr	4166571	4167500	-	930	1146
P125109_04410	P125109_v1_chr	4167567	4168898	-	1332	1810
P125109_04411	P125109_v1_chr	4168908	4169438	-	531	652
P125109_04412	P125109_v1_chr	4169530	4170411	-	882	1051
P125109_04413	P125109_v1_chr	4170598	4171623	-	1026	1145
P125109_04414	P125109_v1_chr	4171778	4173976	-	2199	33
P125109_04415	P125109_v1_chr	4174180	4174392	+	213	3
P125109_04416	P125109_v1_chr	4174437	4175099	-	663	1376
P125109_04417	P125109_v1_chr	4175135	4175282	+	148	326
P125109_04418	P125109_v1_chr	4175300	4176949	-	1650	4682
P125109_04419	P125109_v1_chr	4176975	4177136	+	162	364
P125109_04420	P125109_v1_chr	4177547	4177864	-	318	628
P125109_04421	P125109_v1_chr	4178129	4179289	+	1161	706
P125109_04422	P125109_v1_chr	4179292	4181724	+	2433	389
P125109_04423	P125109_v1_chr	4181736	4181834	-	99	882
P125109_04424	P125109_v1_chr	4181840	4182697	-	858	5566
P125109_04425	P125109_v1_chr	4182700	4183698	-	999	1322
P125109_04426	P125109_v1_chr	4183933	4185057	-	1125	2096
P125109_04427	P125109_v1_chr	4185193	4186749	+	1557	4464
P125109_04428	P125109_v1_chr	4187014	4188252	+	1239	507
P125109_04429	P125109_v1_chr	4188249	4189355	+	1107	987
P125109_04430	P125109_v1_chr	4189300	4190781	-	1482	1800
P125109_04431	P125109_v1_chr	4191060	4191950	+	891	826
P125109_04432	P125109_v1_chr	4192115	4194295	+	2181	4210
P125109_04433	P125109_v1_chr	4194353	4194976	-	624	938
P125109_04434	P125109_v1_chr	4195235	4196338	-	1104	1177
P125109_04435	P125109_v1_chr	4196350	4197012	-	663	560
P125109_04436	P125109_v1_chr	4197023	4199524	-	2502	1470
P125109_04437	P125109_v1_chr	4199833	4200912	+	1080	446
P125109_04438	P125109_v1_chr	4200927	4201247	+	321	190
P125109_04439	P125109_v1_chr	4201346	4203643	+	2298	2778
P125109_04440	P125109_v1_chr	4203609	4204487	+	879	1229
P125109_04441	P125109_v1_chr	4204489	4204842	+	354	1416
P125109_04442	P125109_v1_chr	4204829	4205680	-	852	1146
P125109_04443	P125109_v1_chr	4205841	4207574	-	1734	4273
P125109_04444	P125109_v1_chr	4207710	4207780	+	71	0
P125109_04445	P125109_v1_chr	4207785	4210436	-	2652	2232
P125109_04446	P125109_v1_chr	4210805	4211956	-	1152	299
P125109_04447	P125109_v1_chr	4212045	4213049	+	1005	367
P125109_04448	P125109_v1_chr	4213057	4213833	+	777	292
P125109_04449	P125109_v1_chr	4213951	4215327	+	1377	340
P125109_04450	P125109_v1_chr	4215398	4215516	-	119	1
P125109_04451	P125109_v1_chr	4215611	4216528	+	918	111
P125109_04452	P125109_v1_chr	4216511	4217911	-	1401	156
P125109_04453	P125109_v1_chr	4218110	4218745	+	636	533
P125109_04454	P125109_v1_chr	4218761	4219120	+	360	1249
P125109_04455	P125109_v1_chr	4219167	4220267	-	1101	1099
P125109_04456	P125109_v1_chr	4220641	4222485	+	1845	3260
P125109_04457	P125109_v1_chr	4222430	4223281	+	852	1
P125109_04458	P125109_v1_chr	4223664	4225201	+	1538	3884
P125109_04459	P125109_v1_chr	4225272	4225348	+	77	128
P125109_04460	P125109_v1_chr	4225460	4225535	+	76	261
P125109_04461	P125109_v1_chr	4225720	4228623	+	2904	5756
P125109_04462	P125109_v1_chr	4228824	4228934	+	111	127
P125109_04463	P125109_v1_chr	4229119	4230147	+	1029	31
P125109_04464	P125109_v1_chr	4230144	4231106	+	963	3
P125109_04465	P125109_v1_chr	4231141	4232067	-	927	3
P125109_04466	P125109_v1_chr	4232300	4232473	-	174	41
P125109_04467	P125109_v1_chr	4232493	4232568	+	76	0
P125109_04468	P125109_v1_chr	4232577	4232661	+	85	0
P125109_04469	P125109_v1_chr	4232778	4232852	+	75	0
P125109_04470	P125109_v1_chr	4232859	4232934	+	76	2
P125109_04471	P125109_v1_chr	4233050	4234234	+	1185	88
P125109_04472	P125109_v1_chr	4234278	4234376	+	99	0
P125109_04473	P125109_v1_chr	4234464	4234847	+	384	1
P125109_04474	P125109_v1_chr	4234849	4235394	+	546	1
P125109_04475	P125109_v1_chr	4235552	4235980	+	429	3
P125109_04476	P125109_v1_chr	4235984	4236688	+	705	0
P125109_04477	P125109_v1_chr	4237104	4237601	+	498	3
P125109_04478	P125109_v1_chr	4237668	4238033	+	366	2
P125109_04479	P125109_v1_chr	4238351	4242379	+	4029	13
P125109_04480	P125109_v1_chr	4242456	4246679	+	4224	112
P125109_04481	P125109_v1_chr	4246715	4246803	-	89	132
P125109_04482	P125109_v1_chr	4246766	4247044	+	279	31
P125109_04483	P125109_v1_chr	4247050	4247394	-	345	2
P125109_04484	P125109_v1_chr	4247348	4247485	-	138	0
P125109_04485	P125109_v1_chr	4247793	4248803	+	1011	190
P125109_04486	P125109_v1_chr	4249126	4249314	+	189	321
P125109_04487	P125109_v1_chr	4249465	4250598	-	1134	718
P125109_04488	P125109_v1_chr	4250595	4251365	-	771	315
P125109_04489	P125109_v1_chr	4251367	4251540	-	174	69
P125109_04490	P125109_v1_chr	4251548	4252306	-	759	599
P125109_04491	P125109_v1_chr	4252299	4252934	-	636	363
P125109_04492	P125109_v1_chr	4252934	4254829	-	1896	1991
P125109_04493	P125109_v1_chr	4254922	4255161	-	240	93
P125109_04494	P125109_v1_chr	4255193	4255681	-	489	123
P125109_04495	P125109_v1_chr	4255774	4256547	+	774	859
P125109_04496	P125109_v1_chr	4256588	4257652	+	1065	69
P125109_04497	P125109_v1_chr	4257662	4258333	+	672	379
P125109_04498	P125109_v1_chr	4258375	4258965	+	591	219
P125109_04499	P125109_v1_chr	4259152	4259424	+	273	113
P125109_04500	P125109_v1_chr	4259436	4260128	+	693	761
P125109_04501	P125109_v1_chr	4260170	4260625	-	456	177
P125109_04502	P125109_v1_chr	4260690	4262276	+	1587	1529
P125109_04503	P125109_v1_chr	4262282	4263607	+	1326	1590
P125109_04504	P125109_v1_chr	4263604	4264893	-	1290	46
P125109_04505	P125109_v1_chr	4264905	4266494	-	1590	46
P125109_04506	P125109_v1_chr	4267121	4268658	+	1538	3872
P125109_04507	P125109_v1_chr	4268745	4268820	+	76	137
P125109_04508	P125109_v1_chr	4269016	4271919	+	2904	5951
P125109_04509	P125109_v1_chr	4272016	4272126	+	111	4
P125109_04510	P125109_v1_chr	4272295	4272732	-	438	99
P125109_04511	P125109_v1_chr	4272889	4273818	+	930	261
P125109_04512	P125109_v1_chr	4274087	4275688	+	1602	475
P125109_04513	P125109_v1_chr	4275720	4277024	+	1305	1385
P125109_04514	P125109_v1_chr	4277126	4278877	+	1752	997
P125109_04515	P125109_v1_chr	4278841	4279275	-	435	332
P125109_04516	P125109_v1_chr	4279259	4280083	-	825	570
P125109_04517	P125109_v1_chr	4280387	4284070	+	3684	2699
P125109_04518	P125109_v1_chr	4284337	4285968	+	1632	962
P125109_04519	P125109_v1_chr	4286028	4286630	-	603	459
P125109_04520	P125109_v1_chr	4286804	4286905	+	102	438
P125109_04521	P125109_v1_chr	4286940	4287479	+	540	1772
P125109_04522	P125109_v1_chr	4287526	4288395	+	870	781
P125109_04523	P125109_v1_chr	4288392	4288664	-	273	432
P125109_04524	P125109_v1_chr	4288727	4289485	-	759	993
P125109_04525	P125109_v1_chr	4289472	4290335	-	864	2209
P125109_04526	P125109_v1_chr	4290352	4291191	-	840	302
P125109_04527	P125109_v1_chr	4291215	4292804	-	1590	906
P125109_04528	P125109_v1_chr	4293233	4293961	-	729	1122
P125109_04529	P125109_v1_chr	4294540	4294956	-	417	0
P125109_04530	P125109_v1_chr	4295406	4295753	+	348	551
P125109_04531	P125109_v1_chr	4295884	4297233	-	1350	629
P125109_04532	P125109_v1_chr	4297621	4299270	+	1650	119
P125109_04533	P125109_v1_chr	4299711	4299956	+	246	769
P125109_04534	P125109_v1_chr	4300020	4300658	+	639	136
P125109_04535	P125109_v1_chr	4300655	4301392	+	738	519
P125109_04536	P125109_v1_chr	4301392	4303488	+	2097	1765
P125109_04537	P125109_v1_chr	4303631	4304041	+	411	219
P125109_04538	P125109_v1_chr	4304103	4304157	-	55	0
P125109_04539	P125109_v1_chr	4304159	4304203	+	45	65
P125109_04540	P125109_v1_chr	4304207	4305097	-	891	400
P125109_04541	P125109_v1_chr	4305112	4306656	-	1545	1825
P125109_04542	P125109_v1_chr	4306788	4307978	-	1191	1411
P125109_04543	P125109_v1_chr	4308341	4309450	+	1110	974
P125109_04544	P125109_v1_chr	4309539	4310897	+	1359	1317
P125109_04545	P125109_v1_chr	4311061	4311978	+	918	423
P125109_04546	P125109_v1_chr	4311946	4312036	+	91	0
P125109_04547	P125109_v1_chr	4312159	4312656	+	498	276
P125109_04548	P125109_v1_chr	4312670	4313542	+	873	12
P125109_04549	P125109_v1_chr	4313641	4316061	-	2421	240
P125109_04550	P125109_v1_chr	4316232	4316600	+	369	152
P125109_04551	P125109_v1_chr	4316312	4316431	-	120	0
P125109_04552	P125109_v1_chr	4316709	4317317	+	609	46
P125109_04553	P125109_v1_chr	4317496	4318821	+	1326	1798
P125109_04554	P125109_v1_chr	4318803	4318931	+	129	282
P125109_04555	P125109_v1_chr	4318950	4319162	+	213	528
P125109_04556	P125109_v1_chr	4319261	4319776	-	516	269
P125109_04557	P125109_v1_chr	4320023	4321333	+	1311	1533
P125109_04558	P125109_v1_chr	4321421	4322419	+	999	847
P125109_04559	P125109_v1_chr	4322587	4322829	+	243	232
P125109_04560	P125109_v1_chr	4322914	4322992	+	79	118
P125109_04561	P125109_v1_chr	4323004	4323987	-	984	633
P125109_04562	P125109_v1_chr	4324052	4325467	+	1416	3
P125109_04563	P125109_v1_chr	4325499	4326578	+	1080	868
P125109_04564	P125109_v1_chr	4326764	4327957	+	1194	755
P125109_04565	P125109_v1_chr	4328144	4328857	+	714	37
P125109_04566	P125109_v1_chr	4328986	4329402	+	417	621
P125109_04567	P125109_v1_chr	4329405	4329761	+	357	400
P125109_04568	P125109_v1_chr	4329762	4330100	-	339	125
P125109_04569	P125109_v1_chr	4329799	4329939	+	141	0
P125109_04570	P125109_v1_chr	4330087	4330530	-	444	534
P125109_04571	P125109_v1_chr	4330674	4333499	-	2826	1234
P125109_04572	P125109_v1_chr	4333464	4333580	+	117	0
P125109_04573	P125109_v1_chr	4333747	4334277	+	531	1
P125109_04574	P125109_v1_chr	4334425	4334550	+	126	142
P125109_04575	P125109_v1_chr	4335318	4335950	+	633	7
P125109_04576	P125109_v1_chr	4335947	4337335	+	1389	52
P125109_04577	P125109_v1_chr	4337325	4338644	+	1320	62
P125109_04578	P125109_v1_chr	4338641	4339918	+	1278	0
P125109_04579	P125109_v1_chr	4339935	4356614	+	16680	43567
P125109_04580	P125109_v1_chr	4356654	4358720	+	2067	432
P125109_04581	P125109_v1_chr	4358998	4359279	-	282	1858
P125109_04582	P125109_v1_chr	4359842	4361443	+	1602	4845
P125109_04583	P125109_v1_chr	4361431	4361754	-	324	115
P125109_04584	P125109_v1_chr	4361841	4362299	+	459	262
P125109_04585	P125109_v1_chr	4362331	4362471	-	141	303
P125109_04586	P125109_v1_chr	4362592	4363260	+	669	852
P125109_04587	P125109_v1_chr	4363608	4364957	+	1350	836
P125109_04588	P125109_v1_chr	4365107	4366753	+	1647	1655
P125109_04589	P125109_v1_chr	4366848	4367735	-	888	780
P125109_04590	P125109_v1_chr	4367839	4368249	+	411	259
P125109_04591	P125109_v1_chr	4368242	4368931	+	690	641
P125109_04592	P125109_v1_chr	4368970	4370619	-	1650	1503
P125109_04593	P125109_v1_chr	4370616	4370930	-	315	121
P125109_04594	P125109_v1_chr	4371176	4373134	-	1959	1592
P125109_04595	P125109_v1_chr	4373321	4373467	+	147	0
P125109_04596	P125109_v1_chr	4373566	4375002	+	1437	1529
P125109_04597	P125109_v1_chr	4375114	4375680	+	567	506
P125109_04598	P125109_v1_chr	4375677	4376348	+	672	719
P125109_04599	P125109_v1_chr	4376345	4377301	+	957	932
P125109_04600	P125109_v1_chr	4377294	4379030	+	1737	1684
P125109_04601	P125109_v1_chr	4379023	4379532	+	510	627
P125109_04602	P125109_v1_chr	4379529	4380149	+	621	648
P125109_04603	P125109_v1_chr	4380494	4381804	+	1311	1180
P125109_04604	P125109_v1_chr	4381962	4382651	-	690	603
P125109_04605	P125109_v1_chr	4382828	4384975	-	2148	1769
P125109_04606	P125109_v1_chr	4385330	4386238	-	909	1137
P125109_04607	P125109_v1_chr	4386496	4386930	-	435	720
P125109_04608	P125109_v1_chr	4387082	4387525	-	444	372
P125109_04609	P125109_v1_chr	4387645	4387980	-	336	62
P125109_04610	P125109_v1_chr	4388448	4389950	+	1503	1396
P125109_04611	P125109_v1_chr	4389999	4390158	+	160	2
P125109_04612	P125109_v1_chr	4390020	4390109	+	90	0
P125109_04613	P125109_v1_chr	4390117	4391196	-	1080	1994
P125109_04614	P125109_v1_chr	4391197	4391865	-	669	3464
P125109_04615	P125109_v1_chr	4391862	4393505	-	1644	9388
P125109_04616	P125109_v1_chr	4393639	4394976	-	1338	1756
P125109_04617	P125109_v1_chr	4395116	4395877	-	762	3728
P125109_04618	P125109_v1_chr	4396070	4396164	-	95	270
P125109_04619	P125109_v1_chr	4396175	4398445	-	2271	1957
